Direktori,label
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1238.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1239.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-124.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1240.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1241.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1242.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1243.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1244.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1245.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1246.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1247.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1248.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1249.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-125.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1250.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1251.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1252.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1253.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1254.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1255.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1256.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1257.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1258.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1259.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-126.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1260.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1261.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1262.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1263.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1264.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1265.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1266.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1267.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1268.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1269.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-127.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1270.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1271.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1272.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1273.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1274.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1275.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1276.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1277.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1278.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1279.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-128.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1280.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1281.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1282.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1283.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1284.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1285.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1286.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1287.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1288.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1289.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-129.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1290.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1291.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1292.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1293.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1294.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1295.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1296.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1297.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1298.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1299.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-13.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-130.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1300.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1301.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1302.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1303.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1304.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1305.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1306.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1307.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1308.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1309.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-131.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1310.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1311.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1312.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1313.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1314.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1315.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1316.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1317.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1318.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1319.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-132.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1320.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1321.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1322.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1323.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1324.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1325.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1326.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1327.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1328.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1329.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-133.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1330.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1331.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1332.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1333.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1334.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1335.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1336.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1337.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1338.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1339.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-134.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1340.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1341.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1342.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1343.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1344.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1345.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1346.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1347.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1348.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1349.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-135.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1350.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1351.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1352.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1353.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1354.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1355.jpg,Dasyatis centroura
/content/drive/MyDrive/Colab Notebooks/dataset/data_ikan/Species/Training_Set/Dasyatis centroura/dasyatis_centroura-1356.jpg,Dasyatis centroura
